war_id,war_name,side,bucket,low,high,notes
congo_crisis,Congo Crisis,Congolese central government and pro-government forces,deaths_from_actions:scorched_earth,,,ANC and mercenary counterinsurgency reportedly razed villages and destroyed harvests; indirect deaths from hunger and disease are not separable from direct killings in available sources.
congo_crisis,Congo Crisis,Katanga and South Kasai secessionist forces,military_killed,252,583,"Documented Katangese/secessionist losses include 202 killed in Operation Unokat and 50+ in Operation Grandslam. PRIO/Clodfelter gives 503 battle deaths in Katanga in 1961 and 80 in 1962, but those are conflict totals rather than clean Katanga-only losses."
congo_crisis,Congo Crisis,Katanga and South Kasai secessionist forces,civilians_killed_directly,3,,Only the Lumumba/Mpolo/Okito execution is a cleanly attributable minimum. Larger Baluba civilian deaths are known but not assignable solely to secessionist forces.
congo_crisis,Congo Crisis,Katanga and South Kasai secessionist forces,deaths_from_actions:displacement,,,"Katangese/local violence contributed to Baluba displacement and famine; sources report 35,000 refugees in Elisabethville camps and as many as 100,000 seeking refuge in Bakwanga, but no secessionist-only indirect death total."
congo_crisis,Congo Crisis,Lumumbist / CNL / Simba and Kwilu rebels,military_killed,4000,,"PRIO/Clodfelter reports 2,000 or more Simba killed in action and another 2,000 executed. Kwilu and other rebel military deaths are not cleanly tabulated."
congo_crisis,Congo Crisis,Lumumbist / CNL / Simba and Kwilu rebels,civilians_killed_directly,1209,,Low is a conservative documented minimum from foreign-hostage and Stanleyville political killings. Larger civilian totals are partly two-sided or overlap with government repression.
congo_crisis,Congo Crisis,Lumumbist / CNL / Simba and Kwilu rebels,deaths_from_actions:displacement,,,"Sources describe hunger, disease, and displacement as rebel-held areas collapsed, but indirect deaths caused by rebel governance cannot be separated from the effects of government counterinsurgency."
congo_crisis,Congo Crisis,United Nations Operation in the Congo (ONUC),military_killed,245,245,"Official UN mission page lists 245 military personnel killed/died, plus 5 international civilian staff, for 250 ONUC fatalities."
congo_crisis,Congo Crisis,United Nations Operation in the Congo (ONUC),civilians_killed_directly,2,,No reliable aggregate civilian death toll caused directly by ONUC fire was found.
congo_crisis,Congo Crisis,Belgian / U.S. direct intervention forces,military_killed,2,,Operation Dragon Rouge lists 2 Belgian paratroopers killed and 12 wounded. Total Belgian losses across all regular/covert/adviser categories are not cleanly reported.
congo_crisis,Congo Crisis,Belgian / U.S. direct intervention forces,civilians_killed_directly,,,No quantified civilian deaths directly caused by Belgian/U.S. intervention forces as distinct from allied Congolese/Katangese forces were found.
guatemalan_civil_war,Guatemalan Civil War (incl. Maya genocide),State of Guatemala and allied forces,military_killed,,,"No reliable per-side total for government/PAC/security-force combatants killed was found. UCDP/PRIF reports 1,019 battle-related deaths for 1975-1995 and an adjusted UCDP-based total of about 3,461 deaths including one-sided violence and missing years, but these are not state military KIA figures an"
guatemalan_civil_war,Guatemalan Civil War (incl. Maya genocide),State of Guatemala and allied forces,civilians_killed_directly,119000,186000,"The figures are responsibility-share proxies, not a forensic perpetrator-by-perpetrator death census. CEH responsibility shares are for documented violations and acts of violence, not solely deaths."
guatemalan_civil_war,Guatemalan Civil War (incl. Maya genocide),State of Guatemala and allied forces,deaths_from_actions:displacement_scorched_earth_starvation_exposure_disease,,,"CEH documented destruction of homes, cattle, crops, collective fields and harvests, razing of villages, pursuit and bombing of displaced persons, and deliberate infliction of destructive living conditions. Sanford summarizes CEH as reporting 1.5 million displaced and 150,000 refugees in Mexico. No d"
guatemalan_civil_war,Guatemalan Civil War (incl. Maya genocide),URNG and predecessor guerrilla organizations,military_killed,,,No reliable total of guerrilla combatants killed was found. UCDP/PRIF battle-related deaths are not disaggregated into guerrilla and government combatants.
guatemalan_civil_war,Guatemalan Civil War (incl. Maya genocide),URNG and predecessor guerrilla organizations,civilians_killed_directly,4500,18600,"The figures are responsibility-share proxies, not a precise death census. CEH found guerrilla abuses grave but far smaller in scale than state violence."
north_yemen_civil_war,North Yemen Civil War,Republican coalition,military_killed,26000,,"Best-cited side-specific figure is up to 26,000 Egyptian troops killed. This excludes unquantified Yemeni republican combatant deaths. Earlier official Egyptian army figures reported 15,194 dead, but later summaries commonly use 26,000."
north_yemen_civil_war,North Yemen Civil War,Republican coalition,civilians_killed_directly,204,224,"The 204-224 range is only the sum of named, documented Egyptian or Egyptian-run republican gas/air-raid incidents found in accessible sources. It is not a total civilian death toll; approximately 40 chemical-weapons incidents were reportedly recorded, but no reliable aggregate death toll was found."
north_yemen_civil_war,North Yemen Civil War,Republican coalition,deaths_from_actions:displacement,,,"Egyptian bombing and poison-gas attacks have been described as part of a scorched-earth or countryside-depopulation approach, but no defensible numeric estimate of indirect deaths was found."
north_yemen_civil_war,North Yemen Civil War,Republican coalition,deaths_from_actions:disease,,,"The war produced hunger, hardship, and dislocation; no source found separates disease or deprivation deaths caused by republican/Egyptian actions from the war's combined effects and drought."
north_yemen_civil_war,North Yemen Civil War,Royalist coalition,military_killed,40000,,"A historical account reports an estimated 40,000 royalist dead by the mid-war stalemate period. Some summaries separately list 1,000 Saudi dead, but that figure is less well cross-checked and is not included in the numeric low here."
north_yemen_civil_war,North Yemen Civil War,Royalist coalition,civilians_killed_directly,,,"No credible quantified estimate was found for civilians directly killed by royalist forces. Royalist forces conducted sieges, shelling, and attacks, including the Seventy Day Siege of Sanaa, but civilian fatalities are not separated from combatant deaths in accessible sources."
north_yemen_civil_war,North Yemen Civil War,Royalist coalition,deaths_from_actions:siege,,,"Royalist siege warfare likely contributed to hunger and deprivation, especially during the Seventy Day Siege of Sanaa, but no reliable numeric allocation of indirect civilian deaths to royalist actions was found."
north_yemen_civil_war,North Yemen Civil War,Royalist coalition,deaths_from_actions:displacement,,,"The war and a long drought together caused hunger, economic hardship, social dislocation, and many deaths, but sources do not allow side-specific quantification."
